PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived,Title
603,1 class,male,,0,0,,42.4,n,S,0,Mr
769,3 class,male,,1,0,,24.15,n,Q,0,Mr
765,3 class,male,16.0,0,0,,7.775,n,S,0,Mr
155,3 class,male,,0,0,Fa,7.3125,n,S,0,Mr
288,3 class,male,22.0,0,0,,7.8958,n,S,0,Mr
751,2 class,female,4.0,1,1,,23.0,n,S,1,Miss
18,2 class,male,,0,0,,13.0,n,S,1,Mr
128,3 class,male,24.0,0,0,C,7.1417,n,S,1,Mr
323,2 class,female,30.0,0,0,,12.35,n,Q,1,Miss
256,3 class,female,29.0,0,2,,15.2458,n,C,1,Mrs
771,3 class,male,24.0,0,0,,9.5,n,S,0,Mr
857,1 class,female,45.0,1,1,,164.8667,n,S,1,Mrs
191,2 class,female,32.0,0,0,,13.0,n,S,1,Mrs
116,3 class,male,21.0,0,0,STONO,7.925,n,S,0,Mr
738,1 class,male,35.0,0,0,PC,512.3292,B,C,1,Mr
181,3 class,female,,8,2,CA,69.55,n,S,0,Miss
302,3 class,male,,2,0,,23.25,n,Q,1,Mr
680,1 class,male,36.0,0,1,PC,512.3292,B,C,1,Mr
639,3 class,female,41.0,0,5,,39.6875,n,S,0,Mrs
650,3 class,female,23.0,0,0,CA,7.55,n,S,1,Miss
617,3 class,male,34.0,1,1,,14.4,n,S,0,Mr
597,2 class,female,,0,0,,33.0,n,S,1,Miss
518,3 class,male,,0,0,,24.15,n,Q,0,Mr
876,3 class,female,15.0,0,0,,7.225,n,C,1,Miss
46,3 class,male,,0,0,SCA,8.05,n,S,0,Mr
808,3 class,female,18.0,0,0,,7.775,n,S,0,Miss
158,3 class,male,30.0,0,0,SOTONOQ,8.05,n,S,0,Mr
666,2 class,male,32.0,2,0,SOC,73.5,n,S,0,Mr
172,3 class,male,4.0,4,1,,29.125,n,Q,0,Master
17,3 class,male,2.0,4,1,,29.125,n,Q,0,Master
512,3 class,male,,0,0,SOTONOQ,8.05,n,S,0,Mr
49,3 class,male,,2,0,,21.6792,n,C,0,Mr
863,1 class,female,48.0,0,0,,25.9292,D,S,1,Mrs
750,3 class,male,31.0,0,0,,7.75,n,Q,0,Mr
516,1 class,male,47.0,0,0,,34.0208,D,S,0,Mr
618,3 class,female,26.0,1,0,A,16.1,n,S,0,Mrs
481,3 class,male,9.0,5,2,CA,46.9,n,S,0,Master
284,3 class,male,19.0,0,0,A,8.05,n,S,1,Mr
590,3 class,male,,0,0,A,8.05,n,S,0,Mr
226,3 class,male,22.0,0,0,PP,9.35,n,S,0,Mr
27,3 class,male,,0,0,,7.225,n,C,0,Mr
849,2 class,male,28.0,0,1,,33.0,n,S,0,Rev
438,2 class,female,24.0,2,3,,18.75,n,S,1,Mrs
845,3 class,male,17.0,0,0,,8.6625,n,S,0,Mr
365,3 class,male,,1,0,,15.5,n,Q,0,Mr
230,3 class,female,,3,1,,25.4667,n,S,0,Miss
38,3 class,male,21.0,0,0,A,8.05,n,S,0,Mr
858,1 class,male,51.0,0,0,,26.55,E,S,1,Mr
375,3 class,female,3.0,3,1,,21.075,n,S,0,Miss
470,3 class,female,0.75,2,1,,19.2583,n,C,1,Miss
860,3 class,male,,0,0,,7.2292,n,C,0,Mr
759,3 class,male,34.0,0,0,,8.05,n,S,0,Mr
652,2 class,female,18.0,0,1,,23.0,n,S,1,Miss
195,1 class,female,44.0,0,0,PC,27.7208,B,C,1,Mrs
761,3 class,male,,0,0,,14.5,n,S,0,Mr
869,3 class,male,,0,0,,9.5,n,S,0,Mr
504,3 class,female,37.0,0,0,,9.5875,n,S,0,Miss
862,2 class,male,21.0,1,0,,11.5,n,S,0,Mr
742,1 class,male,36.0,1,0,,78.85,C,S,0,Mr
580,3 class,male,32.0,0,0,STONO,7.925,n,S,1,Mr
889,3 class,female,,1,2,WC,23.45,n,S,0,Miss
163,3 class,male,26.0,0,0,,7.775,n,S,0,Mr
631,1 class,male,80.0,0,0,,30.0,A,S,1,Mr
153,3 class,male,55.5,0,0,A,8.05,n,S,0,Mr
685,2 class,male,60.0,1,1,,39.0,n,S,0,Mr
630,3 class,male,,0,0,,7.7333,n,Q,0,Mr
676,3 class,male,18.0,0,0,,7.775,n,S,0,Mr
112,3 class,female,14.5,1,0,,14.4542,n,C,0,Miss
227,2 class,male,19.0,0,0,SWPP,10.5,n,S,1,Mr
619,2 class,female,4.0,2,1,,39.0,F,S,1,Miss
104,3 class,male,33.0,0,0,,8.6542,n,S,0,Mr
422,3 class,male,21.0,0,0,A,7.7333,n,Q,0,Mr
420,3 class,female,10.0,0,2,,24.15,n,S,0,Miss
587,2 class,male,47.0,0,0,,15.0,n,S,0,Mr
120,3 class,female,2.0,4,2,,31.275,n,S,0,Miss
54,2 class,female,29.0,1,0,,26.0,n,S,1,Mrs
152,1 class,female,22.0,1,0,,66.6,C,S,1,Mrs
404,3 class,male,28.0,1,0,STONO,15.85,n,S,0,Mr
840,1 class,male,,0,0,,29.7,C,C,1,Mr
208,3 class,male,26.0,0,0,,18.7875,n,C,1,Mr
753,3 class,male,33.0,0,0,,9.5,n,S,0,Mr
718,2 class,female,27.0,0,0,,10.5,E,S,1,Miss
9,3 class,female,27.0,0,2,,11.1333,n,S,1,Mrs
723,2 class,male,34.0,0,0,,13.0,n,S,0,Mr
37,3 class,male,,0,0,,7.2292,n,C,1,Mr
453,1 class,male,30.0,0,0,,27.75,C,C,0,Mr
254,3 class,male,30.0,1,0,A,16.1,n,S,0,Mr
304,2 class,female,,0,0,,12.35,E,Q,1,Miss
668,3 class,male,,0,0,,7.775,n,S,0,Mr
572,1 class,female,53.0,2,0,,51.4792,C,S,1,Mrs
637,3 class,male,32.0,0,0,STONO,7.925,n,S,0,Mr
715,2 class,male,52.0,0,0,,13.0,n,S,0,Mr
263,1 class,male,52.0,1,1,,79.65,E,S,0,Mr
611,3 class,female,39.0,1,5,,31.275,n,S,0,Mrs
298,1 class,female,2.0,1,2,,151.55,C,S,0,Miss
415,3 class,male,44.0,0,0,STONO,7.925,n,S,1,Mr
151,2 class,male,51.0,0,0,SOP,12.525,n,S,0,Rev
706,2 class,male,39.0,0,0,,26.0,n,S,0,Mr
790,1 class,male,46.0,0,0,PC,79.2,B,C,0,Mr
551,1 class,male,17.0,0,2,,110.8833,C,C,1,Mr
489,3 class,male,30.0,0,0,A,8.05,n,S,0,Mr
148,3 class,female,9.0,2,2,WC,34.375,n,S,0,Miss
147,3 class,male,27.0,0,0,,7.7958,n,S,1,Mr
837,3 class,male,21.0,0,0,,8.6625,n,S,0,Mr
827,3 class,male,,0,0,,56.4958,n,S,0,Mr
871,3 class,male,26.0,0,0,,7.8958,n,S,0,Mr
349,3 class,male,3.0,1,1,CA,15.9,n,S,1,Master
464,2 class,male,48.0,0,0,,13.0,n,S,0,Mr
326,1 class,female,36.0,0,0,PC,135.6333,C,C,1,Miss
187,3 class,female,,1,0,,15.5,n,Q,1,Mrs
124,2 class,female,32.5,0,0,,13.0,E,S,1,Miss
760,1 class,female,33.0,0,0,,86.5,B,S,1,Countess
609,2 class,female,22.0,1,2,SCParis,41.5792,n,C,1,Mrs
144,3 class,male,19.0,0,0,,6.75,n,Q,0,Mr
852,3 class,male,74.0,0,0,,7.775,n,S,0,Mr
198,3 class,male,42.0,0,1,,8.4042,n,S,0,Mr
610,1 class,female,40.0,0,0,PC,153.4625,C,S,1,Miss
280,3 class,female,35.0,1,1,CA,20.25,n,S,1,Mrs
294,3 class,female,24.0,0,0,,8.85,n,S,0,Miss
401,3 class,male,39.0,0,0,STONO,7.925,n,S,1,Mr
123,2 class,male,32.5,1,0,,30.0708,n,C,0,Mr
184,2 class,male,1.0,2,1,,39.0,F,S,1,Master
203,3 class,male,34.0,0,0,,6.4958,n,S,0,Mr
439,1 class,male,64.0,1,4,,263.0,C,S,0,Mr
247,3 class,female,25.0,0,0,,7.775,n,S,0,Miss
416,3 class,female,,0,0,,8.05,n,S,0,Mrs
789,3 class,male,1.0,1,2,CA,20.575,n,S,1,Master
130,3 class,male,45.0,0,0,,6.975,n,S,0,Mr
638,2 class,male,31.0,1,1,CA,26.25,n,S,0,Mr
403,3 class,female,21.0,1,0,,9.825,n,S,0,Miss
795,3 class,male,25.0,0,0,,7.8958,n,S,0,Mr
690,1 class,female,15.0,0,1,,211.3375,B,S,1,Miss
811,3 class,male,26.0,0,0,,7.8875,n,S,0,Mr
220,2 class,male,30.0,0,0,WC,10.5,n,S,0,Mr
642,1 class,female,24.0,0,0,PC,69.3,B,C,1,Mlle
813,2 class,male,35.0,0,0,,10.5,n,S,0,Mr
673,2 class,male,70.0,0,0,CA,10.5,n,S,0,Mr
816,1 class,male,,0,0,,0.0,B,S,0,Mr
625,3 class,male,21.0,0,0,,16.1,n,S,0,Mr
856,3 class,female,18.0,0,1,,9.35,n,S,1,Mrs
681,3 class,female,,0,0,,8.1375,n,Q,0,Miss
387,3 class,male,1.0,5,2,CA,46.9,n,S,0,Master
864,3 class,female,,8,2,CA,69.55,n,S,0,Miss
510,3 class,male,26.0,0,0,,56.4958,n,S,1,Mr
268,3 class,male,25.0,1,0,,7.775,n,S,1,Mr
733,2 class,male,,0,0,,0.0,n,S,0,Mr
442,3 class,male,20.0,0,0,,9.5,n,S,0,Mr
497,1 class,female,54.0,1,0,,78.2667,D,C,1,Miss
113,3 class,male,22.0,0,0,,8.05,n,S,0,Mr
233,2 class,male,59.0,0,0,,13.5,n,S,0,Mr
775,2 class,female,54.0,1,3,,23.0,n,S,1,Mrs
608,1 class,male,27.0,0,0,,30.5,n,S,1,Mr
672,1 class,male,31.0,1,0,FC,52.0,B,S,0,Mr
374,1 class,male,22.0,0,0,PC,135.6333,n,C,0,Mr
873,1 class,male,33.0,0,0,,5.0,B,S,0,Mr
752,3 class,male,6.0,0,1,,12.475,E,S,1,Master
234,3 class,female,5.0,4,2,,31.3875,n,S,1,Miss
807,1 class,male,39.0,0,0,,0.0,A,S,0,Mr
677,3 class,male,24.5,0,0,,8.05,n,S,0,Mr
318,2 class,male,54.0,0,0,,14.0,n,S,0,Dr
649,3 class,male,,0,0,SOPP,7.55,n,S,0,Mr
411,3 class,male,,0,0,,7.8958,n,S,0,Mr
799,3 class,male,30.0,0,0,,7.2292,n,C,0,Mr
359,3 class,female,,0,0,,7.8792,n,Q,1,Miss
259,1 class,female,35.0,0,0,PC,512.3292,n,C,1,Miss
628,1 class,female,21.0,0,0,,77.9583,D,S,1,Miss
633,1 class,male,32.0,0,0,,30.5,B,C,1,Dr
283,3 class,male,16.0,0,0,,9.5,n,S,0,Mr
377,3 class,female,22.0,0,0,C,7.25,n,S,1,Miss
385,3 class,male,,0,0,,7.8958,n,S,0,Mr
225,1 class,male,38.0,1,0,,90.0,C,S,1,Mr
847,3 class,male,,8,2,CA,69.55,n,S,0,Mr
729,2 class,male,25.0,1,0,,26.0,n,S,0,Mr
473,2 class,female,33.0,1,2,CA,27.75,n,S,1,Mrs
348,3 class,female,,1,0,,16.1,n,S,1,Mrs
506,1 class,male,18.0,1,0,PC,108.9,C,C,0,Mr
640,3 class,male,,1,0,,16.1,n,S,0,Mr
879,3 class,male,,0,0,,7.8958,n,S,0,Mr
825,3 class,male,2.0,4,1,,39.6875,n,S,0,Master
804,3 class,male,0.42,0,1,,8.5167,n,C,1,Master
620,2 class,male,26.0,0,0,,10.5,n,S,0,Mr
762,3 class,male,41.0,0,0,SOTONO,7.125,n,S,0,Mr
646,1 class,male,48.0,1,0,PC,76.7292,D,C,1,Mr
755,2 class,female,48.0,1,2,,65.0,n,S,1,Mrs
557,1 class,female,48.0,1,0,,39.6,A,C,1,Lady
851,3 class,male,4.0,4,2,,31.275,n,S,0,Master
578,1 class,female,39.0,1,0,,55.9,E,S,1,Mrs
86,3 class,female,33.0,3,0,,15.85,n,S,1,Mrs
243,2 class,male,29.0,0,0,WC,10.5,n,S,0,Mr
699,1 class,male,49.0,1,1,,110.8833,C,C,0,Mr
160,3 class,male,,8,2,CA,69.55,n,S,0,Master
525,3 class,male,,0,0,,7.2292,n,C,0,Mr
36,1 class,male,42.0,1,0,,52.0,n,S,0,Mr
541,1 class,female,36.0,0,2,WEP,71.0,B,S,1,Miss
171,1 class,male,61.0,0,0,,33.5,B,S,0,Mr
655,3 class,female,18.0,0,0,,6.75,n,Q,0,Miss
787,3 class,female,18.0,0,0,,7.4958,n,S,1,Miss
756,2 class,male,0.67,1,1,,14.5,n,S,1,Master
839,3 class,male,32.0,0,0,,56.4958,n,S,1,Mr
96,3 class,male,,0,0,,8.05,n,S,0,Mr
564,3 class,male,,0,0,SOTONOQ,8.05,n,S,0,Mr
241,3 class,female,,1,0,,14.4542,n,C,0,Miss
575,3 class,male,16.0,0,0,A,8.05,n,S,0,Mr
691,1 class,male,31.0,1,0,,57.0,B,S,1,Mr
461,1 class,male,48.0,0,0,,26.55,E,S,1,Mr
554,3 class,male,22.0,0,0,,7.225,n,C,1,Mr
781,3 class,female,13.0,0,0,,7.2292,n,C,1,Miss
207,3 class,male,32.0,1,0,,15.85,n,S,0,Mr
393,3 class,male,28.0,2,0,,7.925,n,S,0,Mr
398,2 class,male,46.0,0,0,,26.0,n,S,0,Mr
757,3 class,male,28.0,0,0,,7.7958,n,S,0,Mr
218,2 class,male,42.0,1,0,,27.0,n,S,0,Mr
5,3 class,male,35.0,0,0,,8.05,n,S,0,Mr
643,3 class,female,2.0,3,2,,27.9,n,S,0,Miss
798,3 class,female,31.0,0,0,,8.6833,n,S,1,Mrs
613,3 class,female,,1,0,,15.5,n,Q,1,Miss
739,3 class,male,,0,0,,7.8958,n,S,0,Mr
547,2 class,female,19.0,1,0,,26.0,n,S,1,Mrs
726,3 class,male,20.0,0,0,,8.6625,n,S,0,Mr
684,3 class,male,14.0,5,2,CA,46.9,n,S,0,Mr
99,2 class,female,34.0,0,1,,23.0,n,S,1,Mrs
728,3 class,female,,0,0,,7.7375,n,Q,1,Miss
574,3 class,female,,0,0,,7.75,n,Q,1,Miss
407,3 class,male,51.0,0,0,,7.75,n,S,0,Mr
503,3 class,female,,0,0,,7.6292,n,Q,0,Miss
48,3 class,female,,0,0,,7.75,n,Q,1,Miss
33,3 class,female,,0,0,,7.75,n,Q,1,Miss
201,3 class,male,28.0,0,0,,9.5,n,S,0,Mr
135,2 class,male,25.0,0,0,CA,13.0,n,S,0,Mr
28,1 class,male,19.0,3,2,,263.0,C,S,0,Mr
848,3 class,male,35.0,0,0,,7.8958,n,C,0,Mr
231,1 class,female,35.0,1,0,,83.475,C,S,1,Mrs
490,3 class,male,9.0,1,1,CA,15.9,n,S,1,Master
379,3 class,male,20.0,0,0,,4.0125,n,C,0,Mr
289,2 class,male,42.0,0,0,,13.0,n,S,1,Mr
419,2 class,male,30.0,0,0,,13.0,n,S,0,Mr
675,2 class,male,,0,0,,0.0,n,S,0,Mr
392,3 class,male,21.0,0,0,,7.7958,n,S,1,Mr
593,3 class,male,47.0,0,0,A,7.25,n,S,0,Mr
499,1 class,female,25.0,1,2,,151.55,C,S,0,Mrs
139,3 class,male,16.0,0,0,,9.2167,n,S,0,Mr
63,1 class,male,45.0,1,0,,83.475,C,S,0,Mr
472,3 class,male,38.0,0,0,,8.6625,n,S,0,Mr
648,1 class,male,56.0,0,0,,35.5,A,C,1,Col
129,3 class,female,,1,1,,22.3583,F,C,1,Miss
868,1 class,male,31.0,0,0,PC,50.4958,A,S,0,Mr
521,1 class,female,30.0,0,0,,93.5,B,S,1,Miss
65,1 class,male,,0,0,PC,27.7208,n,C,0,Mr
15,3 class,female,14.0,0,0,,7.8542,n,S,0,Miss
157,3 class,female,16.0,0,0,,7.7333,n,Q,1,Miss
41,3 class,female,40.0,1,0,,9.475,n,S,0,Mrs
493,1 class,male,55.0,0,0,,30.5,C,S,0,Mr
380,3 class,male,19.0,0,0,,7.775,n,S,0,Mr
188,1 class,male,45.0,0,0,,26.55,n,S,1,Mr
764,1 class,female,36.0,1,2,,120.0,B,S,1,Mrs
217,3 class,female,27.0,0,0,STONO,7.925,n,S,1,Miss
53,1 class,female,49.0,1,0,PC,76.7292,D,C,1,Mrs
338,1 class,female,41.0,0,0,,134.5,E,C,1,Miss
749,1 class,male,19.0,1,0,,53.1,D,S,0,Mr
720,3 class,male,33.0,0,0,,7.775,n,S,0,Mr
725,1 class,male,27.0,1,0,,53.1,E,S,1,Mr
296,1 class,male,,0,0,PC,27.7208,n,C,0,Mr
702,1 class,male,35.0,0,0,PC,26.2875,E,S,1,Mr
252,3 class,female,29.0,1,1,,10.4625,G,S,0,Mrs
727,2 class,female,30.0,3,0,,21.0,n,S,1,Mrs
462,3 class,male,34.0,0,0,,8.05,n,S,0,Mr
456,3 class,male,29.0,0,0,,7.8958,n,C,1,Mr
888,1 class,female,19.0,0,0,,30.0,B,S,1,Miss
270,1 class,female,35.0,0,0,PC,135.6333,C,S,1,Miss
202,3 class,male,,8,2,CA,69.55,n,S,0,Mr
162,2 class,female,40.0,0,0,CA,15.75,n,S,1,Mrs
556,1 class,male,62.0,0,0,,26.55,n,S,0,Mr
730,3 class,female,25.0,1,0,STONO,7.925,n,S,0,Miss
402,3 class,male,26.0,0,0,,8.05,n,S,0,Mr
703,3 class,female,18.0,0,1,,14.4542,n,C,0,Miss
477,2 class,male,34.0,1,0,,21.0,n,S,0,Mr
772,3 class,male,48.0,0,0,,7.8542,n,S,0,Mr
106,3 class,male,28.0,0,0,,7.8958,n,S,0,Mr
566,3 class,male,24.0,2,0,A,24.15,n,S,0,Mr
390,2 class,female,17.0,0,0,SC,12.0,n,C,1,Miss
2,1 class,female,38.0,1,0,PC,71.2833,C,C,1,Mrs
833,3 class,male,,0,0,,7.2292,n,C,0,Mr
562,3 class,male,40.0,0,0,,7.8958,n,S,0,Mr
81,3 class,male,22.0,0,0,,9.0,n,S,0,Mr
206,3 class,female,2.0,0,1,,10.4625,G,S,0,Miss
35,1 class,male,28.0,1,0,PC,82.1708,n,C,0,Mr
776,3 class,male,18.0,0,0,,7.75,n,S,0,Mr
509,3 class,male,28.0,0,0,C,22.525,n,S,0,Mr
428,2 class,female,19.0,0,0,,26.0,n,S,1,Miss
455,3 class,male,,0,0,A,8.05,n,S,0,Mr
367,1 class,female,60.0,1,0,,75.25,D,C,1,Mrs
92,3 class,male,20.0,0,0,,7.8542,n,S,0,Mr
340,1 class,male,45.0,0,0,,35.5,T,S,0,Mr
565,3 class,female,,0,0,SOTONOQ,8.05,n,S,0,Miss
346,2 class,female,24.0,0,0,,13.0,F,S,1,Miss
777,3 class,male,,0,0,,7.75,F,Q,0,Mr
242,3 class,female,,1,0,,15.5,n,Q,1,Miss
14,3 class,male,39.0,1,5,,31.275,n,S,0,Mr
316,3 class,female,26.0,0,0,,7.8542,n,S,1,Miss
601,2 class,female,24.0,2,1,,27.0,n,S,1,Mrs
388,2 class,female,36.0,0,0,,13.0,n,S,1,Miss
274,1 class,male,37.0,0,1,PC,29.7,C,C,0,Mr
167,1 class,female,,0,1,,55.0,E,S,1,Mrs
884,2 class,male,28.0,0,0,CASOTON,10.5,n,S,0,Mr
647,3 class,male,19.0,0,0,,7.8958,n,S,0,Mr
819,3 class,male,43.0,0,0,C,6.45,n,S,0,Mr
485,1 class,male,25.0,1,0,,91.0792,B,C,1,Mr
874,3 class,male,47.0,0,0,,9.0,n,S,0,Mr
505,1 class,female,16.0,0,0,,86.5,B,S,1,Miss
832,2 class,male,0.83,1,1,,18.75,n,S,1,Master
244,3 class,male,22.0,0,0,STONO,7.125,n,S,0,Mr
567,3 class,male,19.0,0,0,,7.8958,n,S,0,Mr
563,2 class,male,28.0,0,0,,13.5,n,S,0,Mr
687,3 class,male,14.0,4,1,,39.6875,n,S,0,Mr
190,3 class,male,36.0,0,0,,7.8958,n,S,0,Mr
783,1 class,male,29.0,0,0,,30.0,D,S,0,Mr
700,3 class,male,42.0,0,0,,7.65,F,S,0,Mr
476,1 class,male,,0,0,,52.0,A,S,0,Mr
682,1 class,male,27.0,0,0,PC,76.7292,D,C,1,Mr
511,3 class,male,29.0,0,0,,7.75,n,Q,1,Mr
59,2 class,female,5.0,1,2,CA,27.75,n,S,1,Miss
475,3 class,female,22.0,0,0,,9.8375,n,S,0,Miss
561,3 class,male,,0,0,,7.75,n,Q,0,Mr
748,2 class,female,30.0,0,0,,13.0,n,S,1,Miss
253,1 class,male,62.0,0,0,,26.55,C,S,0,Mr
22,2 class,male,34.0,0,0,,13.0,D,S,1,Mr
314,3 class,male,28.0,0,0,,7.8958,n,S,0,Mr
460,3 class,male,,0,0,,7.75,n,Q,0,Mr
161,3 class,male,44.0,0,1,,16.1,n,S,0,Mr
277,3 class,female,45.0,0,0,,7.75,n,S,0,Miss
192,2 class,male,19.0,0,0,,13.0,n,S,0,Mr
386,2 class,male,18.0,0,0,SOC,73.5,n,S,0,Mr
806,3 class,male,31.0,0,0,,7.775,n,S,0,Mr
414,2 class,male,,0,0,,0.0,n,S,0,Mr
492,3 class,male,21.0,0,0,SOTONOQ,7.25,n,S,0,Mr
344,2 class,male,25.0,0,0,,13.0,n,S,0,Mr
770,3 class,male,32.0,0,0,,8.3625,n,S,0,Mr
309,2 class,male,30.0,1,0,PPP,24.0,n,C,0,Mr
662,3 class,male,40.0,0,0,,7.225,n,C,0,Mr
131,3 class,male,33.0,0,0,,7.8958,n,C,0,Mr
664,3 class,male,36.0,0,0,,7.4958,n,S,0,Mr
872,1 class,female,47.0,1,1,,52.5542,D,S,1,Mrs
100,2 class,male,34.0,1,0,,26.0,n,S,0,Mr
373,3 class,male,19.0,0,0,,8.05,n,S,0,Mr
88,3 class,male,,0,0,SOTONOQ,8.05,n,S,0,Mr
459,2 class,female,50.0,0,0,FCC,10.5,n,S,1,Miss
331,3 class,female,,2,0,,23.25,n,Q,1,Miss
215,3 class,male,,1,0,,7.75,n,Q,0,Mr
467,2 class,male,,0,0,,0.0,n,S,0,Mr
122,3 class,male,,0,0,A,8.05,n,S,0,Mr
615,3 class,male,35.0,0,0,,8.05,n,S,0,Mr
21,2 class,male,35.0,0,0,,26.0,n,S,0,Mr
701,1 class,female,18.0,1,0,PC,227.525,C,C,1,Mrs
72,3 class,female,16.0,5,2,CA,46.9,n,S,0,Miss
107,3 class,female,21.0,0,0,,7.65,n,S,1,Miss
271,1 class,male,,0,0,,31.0,n,S,0,Mr
861,3 class,male,41.0,2,0,,14.1083,n,S,0,Mr
436,1 class,female,14.0,1,2,,120.0,B,S,1,Miss
103,1 class,male,21.0,0,1,,77.2875,D,S,0,Mr
